,Symbol,High_in_x_days,Volume_Increase_Pct,Holding_Period,Num_Signals,Total_Return,Accuracy,Sharpe_Ratio
8098,LINK/USDT,15,100,9,15,47.87310457206229,53.333333333333336,0.2893432741804185
8099,LINK/USDT,15,100,10,15,52.56900313386377,46.666666666666664,0.2743569143059591
8100,LINK/USDT,20,10,1,41,11.476875218590546,48.78048780487805,0.05731035148440989
8101,LINK/USDT,20,10,2,41,2.2435909067922895,51.21951219512195,0.009388642364832058
8102,LINK/USDT,20,10,3,41,10.585876378204462,48.78048780487805,0.02919641190778375
8103,LINK/USDT,20,10,4,41,41.688882319023726,53.65853658536586,0.10448225962404749
8104,LINK/USDT,20,10,5,41,9.891475622965318,46.34146341463415,0.024070999070112148
8105,LINK/USDT,20,10,6,41,1.5228347106969409,43.90243902439025,0.0034750149237811286
8106,LINK/USDT,20,10,7,41,37.30222032657814,48.78048780487805,0.08357077363932315
8107,LINK/USDT,20,10,8,41,86.69563844877763,53.65853658536586,0.18846651532299158
8108,LINK/USDT,20,10,9,41,86.19601631928762,53.65853658536586,0.1700653555151101
8109,LINK/USDT,20,10,10,41,126.13336106773502,51.21951219512195,0.2340580016360668
8110,LINK/USDT,20,20,1,35,-0.6729097131250333,48.57142857142857,-0.004200190932140858
8111,LINK/USDT,20,20,2,35,-4.357498702463869,48.57142857142857,-0.021786910180967012
8112,LINK/USDT,20,20,3,35,-1.149755248230494,48.57142857142857,-0.003914800736728964
8113,LINK/USDT,20,20,4,35,31.67121961741452,54.285714285714285,0.09992788418654654
8114,LINK/USDT,20,20,5,35,5.62523790181288,45.714285714285715,0.01714096499705308
8115,LINK/USDT,20,20,6,35,13.122315515550698,42.857142857142854,0.034380031280340805
8116,LINK/USDT,20,20,7,35,56.90942634380083,48.57142857142857,0.149817951725673
8117,LINK/USDT,20,20,8,35,87.80374826262695,54.285714285714285,0.22572757841191604
8118,LINK/USDT,20,20,9,35,94.09330647932114,54.285714285714285,0.21793668487001916
8119,LINK/USDT,20,20,10,35,127.00421968084842,51.42857142857142,0.2737654588054614
8120,LINK/USDT,20,30,1,31,16.591414244476173,51.61290322580645,0.1252520285347083
8121,LINK/USDT,20,30,2,31,11.869138018804032,48.38709677419355,0.07185903259989308
8122,LINK/USDT,20,30,3,31,14.982170090974467,48.38709677419355,0.060057893444240736
8123,LINK/USDT,20,30,4,31,51.46860883154647,54.83870967741935,0.19201821060375676
8124,LINK/USDT,20,30,5,31,36.94723443016408,45.16129032258064,0.13473300335093247
8125,LINK/USDT,20,30,6,31,43.536638059149055,45.16129032258064,0.1298711262265055
8126,LINK/USDT,20,30,7,31,76.99133682070112,51.61290322580645,0.22859920372580897
8127,LINK/USDT,20,30,8,31,109.33499089766987,54.83870967741935,0.32700739911307036
8128,LINK/USDT,20,30,9,31,107.28181955282248,54.83870967741935,0.282617260994
8129,LINK/USDT,20,30,10,31,126.78018423274011,51.61290322580645,0.31231498084334564
8130,LINK/USDT,20,40,1,28,19.04900866702604,53.57142857142857,0.15436355535461518
8131,LINK/USDT,20,40,2,28,15.629296241226346,50.0,0.10320222770669772
8132,LINK/USDT,20,40,3,28,14.579352217835083,46.42857142857143,0.06181774436898946
8133,LINK/USDT,20,40,4,28,44.5302248930857,53.57142857142857,0.17553470978149144
8134,LINK/USDT,20,40,5,28,24.89380086892589,39.285714285714285,0.09648725021741804
8135,LINK/USDT,20,40,6,28,25.67981072503182,42.857142857142854,0.08281757134375026
8136,LINK/USDT,20,40,7,28,47.22395886061418,46.42857142857143,0.1521828878904361
8137,LINK/USDT,20,40,8,28,63.25408853350882,50.0,0.22745698104994377
8138,LINK/USDT,20,40,9,28,61.72427695948555,50.0,0.18623010978690832
8139,LINK/USDT,20,40,10,28,82.29775220038559,46.42857142857143,0.2388911308434219
8140,LINK/USDT,20,50,1,24,15.930363909989339,50.0,0.1418010462427815
