Symbol,Last_Trigger_Date,Price(THB),Price(USD),High_in_x_hours,Volume_Increase_Pct,Holding_hours,TP(%),SL(%),Num_Signals,AVG_Return_No_TP_SL,Accuracy_No_TP_SL,AVG_Return_With_TP_SL,Accuracy_With_TP_SL,Weight,Sell
SXP-USD,2024-11-06 17:00:00+07:00,9.812975393533705,0.2860091924667358,576,40,240,100,40,26,7.745111450314103,65.38461538461539,7.745111450314103,65.38461538461539,0.006,True
THETA-USD,2024-11-10 23:00:00+07:00,48.20410931348801,1.4049580097198486,648,70,168,100,40,44,13.084095831813915,72.72727272727273,13.084095831813915,72.72727272727273,0.0131999999999999,True
TON-USD,2024-11-29 15:00:00+07:00,77.15904515504839,2.248879194259644,192,10,24,100,40,80,-1.7892989040807283,46.25,-1.5980142459341762,46.25,0.0,False
TRB-USD,2024-11-10 15:00:00+07:00,2667.755108718872,77.75444793701172,696,70,24,100,20,6,5.975519552111554,66.66666666666666,5.975519552111554,66.66666666666666,0.018,True
TRX-USD,2024-11-10 15:00:00+07:00,5.668198439329863,0.1652054339647293,120,40,216,100,20,141,3.371981317436457,68.08510638297872,3.371981317436457,68.08510638297872,0.0516,True
TWT-USD,2024-11-27 22:00:00+07:00,37.84656554341316,1.1030768156051636,96,100,48,100,20,96,0.3317620439366577,58.333333333333336,0.3317620439366577,58.333333333333336,0.0084,True
UMA-USD,2024-11-19 02:00:00+07:00,89.29900493621827,2.602710723876953,120,70,120,100,20,93,7.337134132929869,51.61290322580645,5.099911307796448,51.61290322580645,0.006,True
UNI7083-USD,2024-11-23 13:00:00+07:00,354.1777438735962,10.322872161865234,600,30,48,100,20,53,1.8262372106897526,64.15094339622641,1.8005935296789861,64.15094339622641,0.0084,True
VELO-USD,2024-11-30 00:00:00+07:00,0.6523641077056516,0.0190138183534145,96,60,120,100,20,126,4.422878588238633,57.14285714285714,4.197834879327643,57.14285714285714,0.012,False
VET-USD,2024-11-23 03:00:00+07:00,1.1661860166490061,0.0339896827936172,696,10,24,100,20,52,6.510166014422422,71.15384615384616,6.510166014422422,71.15384615384616,0.0204,True
WIF-USD,2024-11-11 00:00:00+07:00,95.1040750360489,2.7719054222106934,528,10,120,100,40,78,30.245807750025158,71.7948717948718,23.103346959242646,71.7948717948718,0.0024,True
WLD-USD,2024-11-28 23:00:00+07:00,99.01594137907028,2.885920763015747,600,70,72,100,40,27,19.68602592535842,74.07407407407408,19.68602592535842,74.07407407407408,0.0048,False
XEC-USD,2024-11-28 07:00:00+07:00,0.001714312927470019,4.996540155843832e-05,648,10,48,100,20,40,1.2774879375484909,60.0,1.0517603366700492,60.0,0.0,True
XLM-USD,2024-11-07 08:00:00+07:00,3.3648308869451258,0.0980714336037635,552,70,72,100,20,51,16.158977139172965,74.50980392156863,17.103071955486406,74.50980392156863,0.0108,True
XRP-USD,2024-11-29 13:00:00+07:00,55.30489745855332,1.6119177341461182,696,90,72,100,20,28,7.971556123394891,78.57142857142857,7.971556123394891,78.57142857142857,0.0084,False
XTZ-USD,2024-11-10 17:00:00+07:00,24.743379791378977,0.7211710810661316,576,80,216,100,20,40,16.933727576391426,80.0,17.82022717694306,80.0,0.0108,True
YFI-USD,2024-11-23 08:00:00+07:00,232221.13693359378,6768.322265625,240,80,96,100,20,36,3.0565629146909705,72.22222222222221,2.550742095718789,72.22222222222221,0.0336,True
ZIL-USD,2024-11-30 02:00:00+07:00,0.9163319679535901,0.0267074313014745,528,70,120,100,40,54,4.061365804764964,68.51851851851852,4.061365804764964,68.51851851851852,0.0,False
ZRX-USD,2024-11-12 13:00:00+07:00,13.328814503550529,0.3884819149971008,528,80,192,100,20,46,28.80242383019885,67.3913043478261,25.101767992681868,67.3913043478261,0.0072,True
